,20070620,20070621,20070622,20070625,20070626,20070627,20070628,20070629,20070702,20070703,20070705,20070706,20070709,20070710,20070711,20070712,20070713,20070716,20070717,20070718,20070719,20070720,20070723,20070724,20070725,20070726,20070727,20070730,20070731,20070801,20070802,20070803,20070806,20070807,20070808,20070809,20070810,20070813,20070814,20070815,20070816,20070817,20070820,20070821,20070822,20070823,20070824,20070827,20070828,20070829,20070830,20070831,20070904,20070905,20070906,20070907,20070910,20070911,20070912,20070913,20070914,20070917,20070918,20070919,20070920
AAPL,0.24527056,0.273609192,0.012551197,0.26113366,-1.107646653,-0.810275007,-0.644512484,0.646917853,-0.111771393,0.968321348,0.121408366,-0.895966085,-0.673243087,2.09616964,0.462452325,-0.56740902,-0.767433715,0.521702779,0.129539373,-0.746128585,0.143821948,-0.874503674,-0.091883025,1.941605099,-0.464527785,-0.612158518,1.592894685,-0.788694888,0.611231283,-2.374799258,-1.122460001,1.175893241,-2.153605276,0.622446871,-0.72589963,0.925333747,-0.084051107,0.050330285,-0.389620112,1.312183778,-2.635201716,-0.581306043,-0.779967916,1.701594575,-0.468109441,-0.831336342,0.498428071,0.608388964,0.576460084,0.001473769,2.055276405,-0.625524484,0.955576963,1.315223192,-0.501064285,-0.836000422,-1.279247642,-0.730650775,1.47557495,-0.314380085,0.346693455,0.298876298,-0.015047074,0.344350232,0.305279322
AA,0.418379032,-0.142818015,0.127428638,-0.101195055,-0.187005321,-0.367747778,0.245048367,0.268044131,0.236493488,0.079498817,-0.393077861,0.095053827,0.028418558,0.089818159,-0.000579373,0.222791759,-0.179556649,0.219738173,-0.190377453,0.065941619,-1.130913669,-0.483046742,-0.434294164,-0.095672738,-0.408321224,-0.40224886,0.29349118,-0.132176129,0.443168741,-0.958180256,-0.402154151,0.101356117,-0.582177802,0.210121247,0.079419879,0.344100116,-0.610679561,0.219683276,0.030540216,0.431967431,-1.162186394,-0.42356672,0.00136146,0.325782797,0.211521295,-0.189851628,-0.012473726,0.185478234,0.190052827,-0.167810622,0.25261296,0.059279393,0.020535789,-0.099111025,-0.021675056,-0.349315651,-0.646019224,-0.074046565,-0.002390937,0.297342369,0.304641077,0.11161606,-0.185662371,0.288704147,-0.054532523
ABI,0.185243549,0.095181481,0.083269251,-0.025538404,0.179466407,-0.113239046,-0.063116023,0.165076209,-0.028880336,0.132174371,0.178930281,0.017843471,-0.063217382,0.087904698,0.118500713,-0.129162841,-0.186415027,0.041026159,0.009703811,-0.01756027,0.13539532,-0.174464263,-0.156646713,0.165803515,-0.213311607,-0.368935617,-0.230420507,-0.231195618,0.089138598,-0.356029818,0.098060103,-0.033577596,-0.175873528,-0.051977636,0.117569756,0.107003702,0.573154941,-0.042079615,-0.405617552,0.310952313,-0.068322374,0.162659097,0.126806602,0.380322604,-0.159440917,0.335006371,-0.032679065,0.071499875,0.188523782,-0.1445933,0.143839352,0.174497305,0.033670987,0.157624846,0.206799557,0.420792419,-0.23186583,0.275720376,-0.084478911,0.167260513,0.220509298,0.018853618,-0.027217623,0.1449152,0.108001287
ABT,0.285651393,-0.167615107,0.235287295,0.348131558,0.073523111,-0.008103586,-0.011724019,-0.02019303,0.016368331,-0.084346798,-0.244529024,-0.000889851,-0.007407903,0.045172605,-0.044322654,0.086908715,0.046276814,-0.02360039,-0.129550849,0.053408533,-0.259333119,-0.104905563,0.63678003,0.050084091,-0.157333423,-0.163253894,0.047648173,0.142456833,-0.082431525,0.101380607,0.068697035,0.560582717,-0.03990689,0.672407127,-0.093313447,0.25212661,0.023158967,-0.527955477,-0.317511492,0.447856411,-0.605105335,-0.436131307,-0.032907087,0.068725989,-0.308162104,-0.130397053,-0.104061639,-0.062323708,-0.175458541,-0.492810979,0.105633446,-0.11695137,-0.022731065,0.051909209,0.209239464,0.155682495,0.014679211,-0.246216453,0.265259084,-0.062597845,-0.057802059,-0.148079509,-0.164044992,0.010591903,0.310955326
ACAS,0.168110957,-0.264319519,-0.072025643,-0.092460842,-0.017216047,-0.579787224,0.121395281,-0.183310356,-0.084051323,0.019894822,0.018516906,-0.225890975,-0.058925942,-0.175822087,-0.196822675,0.061154489,-0.084605298,-0.136645594,-0.172691652,-0.300113988,0.290484213,-0.051961869,0.363711575,0.163813632,-0.558491985,-0.771803112,-0.159355579,0.238111935,0.882262882,-0.724149235,-0.253159213,0.303387611,-0.495862436,0.305610037,0.554211502,-0.316001205,-0.471568984,-0.150321146,-0.10543789,0.179479452,-1.028844044,-0.190008522,-0.376772812,0.309491527,-0.094272702,-0.234635463,-0.009336571,0.00348821,-0.008387123,-0.215781959,0.014975437,0.083228001,0.160181435,-0.715149453,0.099117306,0.254576141,-0.057062636,0.010735418,-0.072772626,0.110971668,-0.00902437,-0.057068504,-0.27339372,0.15533415,0.211259834
ACE,0.073823258,0.084265145,-0.212640688,0.052087972,-0.039556616,0.020136326,0.20755953,0.490003566,0.172604216,0.169278296,-0.407692235,-0.220014619,0.165748144,-0.071369092,-0.114416968,0.099091724,0.064847184,0.00348349,-0.134652694,-0.468612852,-0.013961636,-0.218729908,0.029753568,-0.240756731,0.117918506,-0.312521566,0.111024201,-0.88340763,0.500687142,-0.780261835,0.330117383,0.32332351,-0.951838614,0.203619091,0.681037488,0.378485193,-0.528837236,0.060740699,0.074623991,0.399638518,0.711104647,-0.388447424,-0.147910023,0.244216876,-0.528564001,-0.362262793,-0.433871792,0.251658978,-0.001207447,-0.192775872,0.040375336,-0.223077756,0.130505644,-0.267485105,-0.282020466,0.225596697,-0.044438196,-0.181926512,0.008783965,0.256273393,0.217568158,0.181668497,-0.049927642,0.018722346,0.243319462
ACS,0.174156627,-0.034106132,-0.160527036,-0.07808996,-0.239183614,-0.224240194,0.052589203,0.463509135,-0.03161743,-0.034250084,-0.363710567,0.354753036,-0.05554599,0.170530995,0.074095091,-0.524776913,0.032821532,0.116665423,-0.13101187,-0.584870069,-0.111735975,-0.306613824,0.169867466,0.147337094,-0.257037833,-0.546219865,0.071896582,0.410786849,0.114060423,-0.485677404,0.496063162,-0.409028144,-0.711142337,0.233231046,-0.407741552,0.329232119,-0.738114965,0.319224655,-0.314198321,0.324532196,-0.053057028,0.100799958,-0.224558435,0.237805412,-0.199497381,-0.050546492,-0.189753225,0.548830855,-0.004047293,-0.085758727,0.2000668,0.074369287,0.197572667,0.050214211,0.095572003,0.037387873,-0.16047551,-0.256032192,0.040791643,0.051353704,0.155223611,0.055414054,-0.075922084,-0.240928396,0.417789412
ADBE,0.078448427,0.134044262,-0.114300216,-0.040272453,-0.242777109,0.021036002,0.078870198,-0.11682288,-0.037818468,0.197798191,-0.251540662,-0.02861484,-0.155672058,0.090104498,0.174889681,-0.264504112,-0.16926159,-0.04096813,0.090782461,-0.066419751,0.33926411,-0.35046207,0.282276831,0.15584296,-0.112013469,-0.179584416,-0.152395775,-0.203109495,-0.148722006,-0.795920492,-0.159954651,0.104177991,0.164740575,-0.069612646,0.393321386,0.744254595,-0.223003798,-0.145137229,-0.18639823,0.518598804,0.00048547,-0.234870319,-0.240081718,-0.03430791,0.115946783,-0.134044203,-0.266433416,0.176969613,0.416996906,0.027263492,0.452849325,0.027382548,0.151001494,0.041312635,-0.040488939,-0.216225435,0.273010529,0.047810354,0.116271202,-0.257952621,0.133461056,-0.537964316,-0.395200107,0.040837623,-0.144432423
ADI,0.066029374,0.186811534,-0.067119985,0.292776699,-0.110618245,0.359069962,0.0680409,0.205083076,0.069156378,0.046895889,0.179495343,-0.152727587,-0.029960538,0.263868067,-0.244320916,-0.063758027,-0.079989702,-0.052191028,0.047485646,-0.317026186,-0.12220123,-0.132757282,0.101289781,-0.211783609,0.052214258,-0.169231762,0.25291507,-0.055970084,-0.034184875,-0.116652522,-0.112311209,0.107271191,-0.383566192,-0.173256366,0.597696975,0.531778164,0.252678093,0.108649754,0.052463229,0.49841169,-0.146744471,-0.356260263,0.284258162,-0.186416517,-0.063289042,-0.416934091,-0.085084504,0.199839287,0.078981597,-0.05492648,0.374644268,0.037133319,0.202669163,-0.173714474,0.05129951,-0.322120395,-0.074586729,0.008799278,0.045326566,-0.03120767,-0.004952857,0.013667096,0.123636732,0.024219131,0.242742143
ADM,-0.084694118,-0.066147257,0.222395101,0.031080616,0.143005233,-0.172077291,-0.062913294,0.371279398,0.161509908,-0.111829095,0.05273866,0.088680566,0.187025773,0.105629136,0.042448363,-0.05296232,0.059883444,-0.035665465,-0.131127007,0.111447498,0.02403694,-0.110283332,0.054886837,0.226916941,-0.217412042,-0.274036334,0.300867333,-0.561619979,0.163583484,0.061377096,0.023781928,0.226473938,0.04979886,-0.073704865,-0.007744503,0.151985253,-0.287222262,-0.188042279,-0.217846516,0.529967399,-0.40539567,-0.280053871,0.048887549,0.268940124,-0.221199955,0.036807202,0.012199483,0.123798427,0.138901548,-0.002842164,0.338689319,-0.045104092,0.02925094,-0.107489778,0.078677127,-0.169615203,-0.13867426,-0.187891285,-0.003807891,0.110206568,-0.186692675,0.020509448,-0.188127173,0.074858542,-0.186022642
ADP,0.100831594,0.04757722,0.084447922,-0.013173506,0.07065681,-0.095282084,0.339519867,0.315154057,0.063349092,0.096771462,0.086991687,0.121914883,0.011237202,0.02387701,0.056828855,-0.055864113,0.092204541,0.126207813,-0.067831569,-0.403702469,0.079870174,0.025675567,0.13048273,0.119453526,-0.314391275,-0.224629725,0.065733516,-0.329862611,0.538928071,-0.389192172,0.11047942,0.180501413,-0.197120435,0.23569955,-0.069554162,0.252014949,0.103901811,-0.308540005,-0.162785286,0.343264918,-0.172843522,-0.434972034,-0.15261864,0.104250208,-0.200514711,-0.26143207,-0.206267806,0.302757844,0.149791485,-0.129991983,0.194092292,0.111099914,0.164290122,-0.024510415,-0.061890694,-0.097871584,0.009348547,-0.022341297,0.116706646,0.059156132,0.055854886,-0.078071142,-0.164381964,0.195529581,0.091948636
