,20070620,20070621,20070622,20070625,20070626,20070627,20070628,20070629,20070702,20070703,20070705,20070706,20070709,20070710,20070711,20070712,20070713,20070716,20070717,20070718,20070719,20070720,20070723,20070724,20070725,20070726,20070727,20070730,20070731,20070801,20070802,20070803,20070806,20070807,20070808,20070809,20070810,20070813,20070814,20070815,20070816,20070817,20070820,20070821,20070822,20070823,20070824,20070827,20070828,20070829,20070830,20070831,20070904,20070905,20070906,20070907,20070910,20070911,20070912,20070913,20070914,20070917,20070918,20070919,20070920
AAPL,122.9662701,123.0761105,123.4355504,123.4996343,120.7003528,120.4852248,120.8259877,122.6534192,121.0352303,125.3768216,130.8864085,131.8250323,130.6897559,132.7261722,132.6809536,133.407092,135.5825648,138.7707049,138.7275405,137.3623713,140.2623217,141.8379979,143.4301163,138.8701062,136.7949708,145.6898404,146.6048965,142.1128043,137.942228,132.0277047,135.4890383,134.6903937,131.9103908,135.5914471,134.6161017,129.8808357,123.9489483,128.1688319,125.8018788,122.7366841,114.550798,121.4961937,122.2650314,126.5760956,131.4148923,131.2396643,133.4464269,133.4198887,129.4894602,131.963474,136.4752769,138.3124752,143.0400748,142.1782222,134.8009354,131.1124996,135.5807522,135.9488498,137.8675755,137.7341192,138.0021927,139.0563783,139.9499531,142.2588476,140.5337797
AA,41.05687886,40.14718233,40.22892781,39.59030542,38.89799414,38.31875144,39.38154834,40.33304467,41.10049419,41.36799827,40.99692191,41.72705361,42.06391889,42.257818,42.22492092,45.28029164,46.99294377,47.45873849,46.56612317,46.33044147,44.53658606,43.13645285,41.88570572,41.58682677,40.90467869,38.59825087,38.06199132,37.82032326,38.88266841,37.02481974,37.47684594,36.96335601,35.50182202,36.26312093,37.14591997,36.20860035,34.33982036,35.71568318,35.39154085,34.73796776,31.37031397,32.58143339,33.94736194,34.79828245,35.97652164,35.94664835,36.19602618,37.06197875,36.20555271,35.88918878,36.31211327,36.63527961,36.42703565,36.49238926,36.56982542,35.05068397,33.85198111,34.10445323,33.96660912,34.48334148,35.14264118,35.48511593,35.99933824,37.6012051,37.21546698
ABI,29.20574354,29.54618179,29.64226936,29.83296217,30.41946637,30.26276079,30.32088428,30.64907603,30.3761194,30.42817447,30.82493009,30.91784309,31.19928243,31.32240491,31.44450083,31.40183691,31.51658495,31.71252675,31.83670376,31.91544001,32.62239559,32.77453533,32.8828541,32.90530375,32.35718819,32.14756448,31.72908009,31.03080466,31.36513872,30.74347017,31.60406043,31.50442232,31.88912701,32.35402288,32.64606936,33.33300392,33.59515468,33.72392075,33.15888364,32.70245269,31.58417797,31.96215928,31.47430645,31.91532245,31.27905911,31.96950611,32.05632116,32.15450034,31.73202363,31.28540701,31.30983943,31.58649739,31.88567103,32.03862479,32.21779914,32.41329253,31.44613367,31.9132199,31.80902113,32.38626047,32.82350956,32.99985337,33.51878209,34.20591583,34.44550071
ABT,54.84415187,53.7853842,53.49578687,54.08313217,54.31602399,53.79339693,53.82777622,53.68630798,54.11686844,54.35765302,54.03397077,54.153111,53.8720921,53.27117244,52.99817708,53.10690841,53.44327732,53.37189998,53.34994897,54.03790866,53.97216617,53.44959483,54.25427938,53.19008405,52.37316642,51.34474705,50.61264775,50.47095644,50.91906765,50.85038039,51.21669699,51.64908198,52.17509288,54.3594074,55.41968666,55.43462669,54.74965852,53.97454544,52.99798762,52.9078555,51.42989547,52.45436857,52.4590933,52.22122576,52.09583818,52.20660284,52.2819388,52.08767629,51.14654177,50.76218837,51.47113313,51.61054897,51.50626979,51.52190871,52.58423908,52.1351825,51.85317981,51.71378359,52.30025912,52.36690235,51.9911983,51.7899206,52.78495498,53.85759183,54.05895566
ACAS,44.57011081,43.75868082,43.69147419,43.07903955,42.62428385,41.86721214,42.88939493,42.62468983,42.81544838,44.8303942,45.36101664,46.11360945,46.62557399,45.72767847,44.79817721,45.39765447,45.83639423,45.69185458,45.43080852,44.44688594,44.75598371,43.96253799,43.77021144,42.30131344,40.47300788,38.70519732,38.25214402,38.791112,39.67076233,37.07235116,37.6143409,38.50438821,38.93263679,41.16410937,42.86171215,42.04199936,40.86642998,40.71967912,40.31556278,38.69297967,36.17215617,39.93799193,39.77272823,40.41449183,40.5522275,40.45086506,40.58966322,40.77298837,39.88861243,39.68871767,40.02047623,41.07822789,41.63818169,40.03985104,39.97361777,38.92707618,38.74293717,38.93473425,38.78022725,39.15447142,39.1854756,39.19843191,39.54710665,40.97433439,41.15325927
ACE,62.61532316,62.15676499,61.84785888,62.47258796,62.5099429,61.78563716,61.79405951,62.71400335,63.58610519,64.09827915,62.98980857,62.53698516,62.79274781,61.71313065,60.73608295,61.46859131,61.78534756,61.69548312,61.38334734,60.56788712,61.61203801,60.95476939,60.76875332,58.98924357,60.26141845,59.30247821,57.91302348,58.51609264,59.20018665,57.48423878,58.50011746,56.46332385,55.8226609,58.86411847,59.58253685,56.93598603,55.73516251,57.27973999,55.65912392,54.89613872,55.28260485,57.09755283,58.00558977,58.69771686,58.69443595,58.55573705,58.71112828,59.40915886,57.58429289,57.32122521,57.14237481,57.70342199,58.33400506,57.45801462,57.20747939,56.55259636,56.84456232,57.45657332,57.34678369,58.24827321,58.00706878,58.33366912,58.86307323,59.68472233,59.62131972
ACS,58.92015692,58.36489384,57.80447293,57.08341002,56.7163168,56.9877597,57.64458997,57.43000904,57.18888294,57.42624968,57.29278949,58.27175247,57.99795438,57.91453086,57.57509435,56.61472351,56.6603213,56.59116532,56.52848863,55.82113045,56.41776384,56.47788592,56.43986754,55.29333719,54.18896246,52.95428024,53.08139613,54.04828704,54.03906061,52.71882299,53.55356343,51.94247275,50.5468567,51.34273117,50.8937582,49.22073221,47.03938538,49.28122493,49.38430231,50.51303241,49.45944278,49.86229974,49.97294198,50.80830559,49.70150245,49.17295376,48.4447469,49.36533114,49.14745226,49.10574136,49.46956734,49.99536939,50.25307251,50.10771314,50.17907191,49.9258879,49.69002517,49.3809677,49.52829183,49.8133536,49.65022369,49.48341412,49.33157742,49.41207129,50.0987905
ADBE,41.97194799,41.56604347,40.97319978,40.56772754,39.7127233,40.24553647,40.47836952,40.22467721,40.13118197,40.61129783,40.62395906,40.9548845,40.61532747,40.51010457,40.72939045,40.96799615,41.09523788,41.01203194,41.40428172,41.30908074,42.11726475,41.69653786,42.34877673,42.15434283,41.69698769,40.96741494,40.64810452,40.67139021,40.60677802,39.1540797,39.36804599,39.28267759,39.21824037,39.21738744,40.32132088,41.10975485,40.85199601,40.7688629,40.47210168,40.75709845,39.9174851,39.90562956,40.39941795,40.24869189,40.72794649,40.55845515,40.16656677,40.76196927,41.2324964,41.79226364,42.63734945,42.778382,43.28250155,43.6358128,43.76001155,42.87327423,43.46151112,43.64231051,43.80827064,43.36704776,43.34396101,42.84453614,43.71129976,43.73633838,43.09606745
ADI,37.3900303,37.9853114,37.50737991,37.49577696,37.2528814,37.85857024,37.93454195,37.97008323,38.16715614,38.28489619,38.5184949,38.82527267,39.00453958,39.13336785,38.76717925,39.42074248,39.59300987,39.35980944,39.17998629,38.31047339,38.44379895,38.07874289,38.09428962,36.8132162,37.04921438,36.15326809,36.04391467,35.87953044,35.75231453,35.77334763,36.27018849,36.08477173,35.80493383,36.38924363,38.00069685,38.14977858,37.98267802,37.9111501,37.73346394,37.53441213,36.87725532,37.76473945,38.19525841,37.67958309,37.09771083,36.2895652,36.21091502,36.4948386,36.1629818,36.18757344,36.81264457,36.91813365,37.5666691,37.21378572,37.6262997,36.6448798,36.75091338,36.92229949,36.55032611,36.02429255,35.27704654,35.20866774,35.91363612,36.32021923,36.70124167
