,20070620,20070621,20070622,20070625,20070626,20070627,20070628,20070629,20070702,20070703,20070705,20070706,20070709,20070710,20070711,20070712,20070713,20070716,20070717,20070718,20070719,20070720,20070723,20070724,20070725,20070726,20070727,20070730,20070731,20070801,20070802,20070803,20070806,20070807,20070808,20070809,20070810,20070813,20070814,20070815,20070816,20070817,20070820,20070821,20070822,20070823,20070824,20070827,20070828,20070829,20070830,20070831,20070904,20070905,20070906,20070907,20070910,20070911,20070912,20070913,20070914,20070917,20070918,20070919,20070920
AAPL,121.5679985,123.9070015,122.9949989,122.2960007,119.6699982,121.9780006,120.5550003,122.0580009,121.2230019,126.8360008,132.7300034,132.2789978,130.3539963,132.3980011,132.3580017,134.1010025,137.6679993,138.0960037,138.8880005,138.1279984,139.875,143.7600021,143.6750031,134.9520035,137.1399994,146.6849976,143.8080017,141.4869995,131.7169952,135.1590042,136.4649963,131.762999,135.2199951,135.0550003,133.9690002,126.8560005,124.9850006,127.8530006,124.0890007,119.9830002,117.2999992,122.1009995,122.1389992,127.6410004,132.5330017,131.0400009,135.2830002,132.2089996,126.868,134.0450012,136.1980026,138.3809982,144.1749954,136.7569992,135.0049973,131.8039978,136.7259979,135.4800034,136.8199997,137.2890015,138.7749969,138.4440002,140.9000015,140.7699966,140.2750015
AA,40.28999901,40.27500038,40.01499939,39.4170002,38.72999954,39.03199959,39.28499985,40.48999977,41.0700016,41.28299942,41.35699959,41.65099983,42.43199997,41.72099991,42.38000069,45.38500023,47.35800018,46.80500031,46.63300018,46.44499969,44.55500031,43.04399948,42.4269989,41.28599968,40.93899956,37.97500038,37.40500069,38.17499924,38.19999886,37.94499969,37.86000061,36.21500015,35.67299919,36.57999992,37.19499969,35.5,34.72800026,35.50200005,34.87000084,33.78400002,31.83500004,33.23800011,34.30500031,34.67499924,36.21000099,35.73999977,36.65800018,37.00500107,35.40499954,36.3489994,36.10499954,36.45700035,36.43399925,36.44000053,36.47400017,34.92000008,33.99600067,34.19000053,33.68499947,34.44999886,35.48800011,35.27199974,36.89600067,37.31900063,37.26499939
ABI,29.24699993,29.76900043,29.44500065,29.5220005,30.56699963,30.52700024,30.4510006,30.56399956,30.39199944,30.34400005,30.90499973,31.05499935,31.55499935,31.19900036,31.52000046,31.65499973,31.75500011,31.70000076,31.94399986,32.14500046,32.86399994,33.06100006,32.91900024,32.51199989,32.97500038,32.26000023,31.6050005,31.10400047,31.25500011,31.125,31.85400047,31.34600029,32.49500084,32.50000038,32.39500046,33.03799934,33.75,33.55200005,33.0700016,31.84900036,31.76200027,31.26700039,31.29200001,31.67500019,31.22699947,31.94699974,32.32400093,31.85900059,31.33900013,31.44900055,31.09300022,31.5380003,32.20600014,31.73099957,32.24199944,32.03599968,31.22199936,32.09499931,31.84500027,32.43499947,32.95700035,33.09000015,33.92499924,34.21300049,34.42599907
ABT,54.28000069,53.77499962,53.00699921,54.07500076,53.98000145,53.99500084,53.69499969,53.55000114,54.33200035,54.48499985,54.18699913,53.96000099,53.73500061,52.93299942,53.20000076,53.73999977,53.23500061,53.56500053,53.42499924,53.75900078,54.3599987,52.87599983,53.91499901,52.48500061,52.29500008,51.1400013,50.02499962,50.7739994,50.70999908,50.95499992,51.21899986,51.01699905,53.07300034,54.36200027,56.21400032,55.29500008,55.25899963,53.85200081,52.44099922,52.40799904,51.87000084,52.65900002,52.34500008,52.35699921,52.14100037,52.17499924,52.55100098,51.97899971,50.81700058,51.51399956,51.38399963,51.80500031,51.58500099,51.70600014,52.84499931,51.81500053,51.69899979,51.98500061,52.21500015,52.15,52.11499977,51.96500053,53.60499954,53.94399986,53.66800041
ACAS,44.00800056,44.12000084,43.50499916,42.83700027,42.41999893,42.51499939,43.1099987,42.50500107,42.97999954,45.03599968,45.48600044,46.97500038,46.53999901,45.14200096,44.93800011,45.71000023,46.01499939,45.78999901,45.2689991,44.56899986,44.37499962,43.66900024,43.30699997,41.27499962,40.80199966,38.99800034,38.1279995,39.04500008,37.98999977,37.14700012,37.90200119,37.99500084,40.28999901,41.41499901,43.06999969,42.74500084,40.67499924,40.65600052,40.04000092,37.47500038,37.89100113,40.44000053,39.60500145,40.68299942,40.64500046,40.32100067,40.85099983,40.68299942,39.18499947,40.25599937,40.10800095,41.31899948,41.80500031,40.14500046,39.98500061,38.66800041,38.85499954,38.9299984,38.77499962,39.20999908,39.26000023,39.21100082,40.3260006,41.20499992,40.69999886
ACE,62.125,62.03699951,62.28099937,62.40999985,62.16399918,61.88900108,61.70399971,62.45299988,63.72900124,63.95500107,62.8900013,62.59299965,62.63300018,61.11200027,60.87900009,61.6099987,61.70300026,61.79600067,61.40999985,60.97200012,61.93999863,60.48399925,60.71399994,58.00900002,60.58700066,58.70499992,57.35699921,59.57700043,57.68699913,58.72000122,57.53999977,54.73100128,58.43499908,59.63499832,58.26300011,56.6400013,56.55899963,56.83499908,54.55500031,54.23899994,55.50000038,57.46700058,58.375,58.87699966,59.24099998,58.34099998,60.03000069,58.8720005,56.79500008,57.8200016,57.06600037,57.77499962,58.42499924,57.62400017,57.17199974,56.17799911,57.24500084,57.66899986,57.27899895,58.1099987,57.88700066,58.50500107,58.98000107,59.70000076,59.12000084
ACS,58.77000046,58.30500031,57.65799942,56.76000023,56.79200058,58.02899971,57.24500084,56.78199959,57.46900101,57.40200043,57.90199966,58.03999901,58.05700073,57.64299889,57.44299927,56.74500084,56.57900009,56.47299957,56.69200058,56.35400085,56.65999985,56.88099937,55.76199989,54.7890007,53.92500114,53.32099991,53.23099937,54.36499977,53.63500023,52.97799988,53.3260006,51.49500084,50.94299927,51.33700066,50.84099922,47.6329998,48.76800079,49.16500015,50.08900032,50.37299957,49.02499962,49.80600014,50.44699974,50.78499985,49.21300011,48.75300064,48.43999977,49.24099998,49.23899994,49.02399979,49.57000046,49.93600006,50.29099998,49.79999924,50.28100014,50.03499985,49.67800102,49.40999985,49.63500023,49.69800034,49.3909996,49.47400017,49.33499908,49.47199974,49.8900013
ADBE,41.34399948,41.54199944,40.85599976,40.32900009,39.87000084,40.48000145,40.40499878,40.13300056,40.15700035,40.66399956,40.92499924,41.01999855,40.68499947,40.38300018,40.8200016,41.53200035,41.17499924,41.05500031,41.43999863,41.38700027,42.21000099,41.62899971,42.35499954,41.78499985,41.71000099,41.19999886,40.39999962,40.90099945,40.29500008,39.57500076,39.50300064,38.75499916,39.34000015,39.40999985,40.25499916,40.81999969,41.08499908,40.8340004,40.42499924,40.19499969,39.98999977,40.34099998,40.7019989,40.12400017,40.80500031,40.58499908,40.39500046,40.82100029,40.89499855,42.23500061,42.21400032,42.75199928,43.45499992,43.76000023,43.71500015,42.96999931,43.21800117,43.74500084,43.77299919,43.29500008,43.38200073,43.05500031,43.69000053,43.82200127,42.80500031
ADI,37.0700016,38.47999954,37.14500046,37.23000145,37.26899872,38.08500099,37.74500084,37.64500046,38.39799995,38.1079998,38.59499931,39.03099937,39.04800072,39.01100006,39.03000069,39.84500122,39.58499908,39.23400078,38.98700104,38.48999977,38.4220005,38.03699951,37.78499985,36.78399963,36.89999962,36.05500031,35.61499977,36.09600105,35.42299919,36.28499985,36.55500031,35.46500015,36.60499954,36.7260006,38.07999992,37.83500099,37.73899994,37.81700096,37.42000008,36.72300034,37.61899986,37.69699974,38.05600014,37.69099922,36.93499947,36.43399849,36.19599953,36.45400009,35.74400024,36.63900032,36.50700073,36.84500122,37.79999924,37.21500015,37.77099953,36.60499954,36.74500084,36.94000053,36.13199959,35.80999947,35.13099937,35.23500061,36.19999886,36.21500015,36.75499916
